     id     | module_id |                                                                               fasten_uri                                                                               | is_internal_call | created_at | line_start | line_end |                metadata                
 1744814790 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.readInto(%2Fjava.lang%2FObject,%2Fjava.lang%2FIntegerType,%2Fjava.lang%2FIntegerType)%2Fjava.lang%2FVoidType              | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814791 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.readInto(%2Fjava.lang%2FObject,%2Fjava.lang%2FIntegerType)%2Fjava.lang%2FVoidType                                         | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814792 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.reduceLeft(%2Fscala%2FFunction2)%2Fjava.lang%2FObject                                                                     | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814793 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.toString()%2Fjava.lang%2FString                                                                                           | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814794 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.reduce(%2Fscala%2FFunction2)%2Fjava.lang%2FObject                                                                         | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814795 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.toStream()%2Fscala.collection.immutable%2FStream                                                                          | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814796 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.toTraversable()%2Fscala.collection%2FTraversable                                                                          | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814797 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.reduceLeftOption(%2Fscala%2FFunction2)%2Fscala%2FOption                                                                   | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814798 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.toTraversable()%2Fscala.collection%2FGenTraversable                                                                       | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814799 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.zip(%2Fscala.collection%2FIterator)%2Fscala.collection%2FIterator                                                         | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814800 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.withFilter(%2Fscala%2FFunction1)%2Fscala.collection%2FIterator                                                            | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814801 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.zipWithIndex()%2Fscala.collection%2FIterator                                                                              | t                |            |        218 |      218 | {"access": "public", "defined": true}
